"source","count"
"[Schoen Klinik Hamburg Eilbek]","1"
"[Norwegian University of Life Sciences]","3"
"[Pathoquest]","2"
"[Seoul National Uinversity Dental Hospital]","1"
"[Liberty University]","2"
"[Theriva Biologics SL]","3"
"[Rashid Centre for Diabetes and Research]","6"
"[Eagle Pharmaceuticals, Inc.]","6"
"[Pius-Hospital Oldenburg]","3"
"[Community Cancer Center, Normal, Illinois]","2"
"[Transilvania University of Brasov]","2"
"[SpineWelding AG]","1"
"[Goulfey Health District Unit]","1"
"[Pro-Lab Diagnostics]","1"
"[NYU College of Dentistry]","10"
"[Federal Scientific Clinical Centre of Pediatric Hematology, Oncology and Immunology named after Dmitry Rogache]","1"
"[Instituto Brasileiro de Osteopatia]","4"
"[Outcome Rea]","3"
"[Sejong General Hospital]","4"
"[University of Applied Sciences and Arts of Southern Switzerland]","10"
"[Wuqu' Kawoq, Maya Health Alliance]","1"
"[Beijing Normal University]","17"
"[United Neuroscience Ltd.]","3"
"[ACS Biomarker]","1"
"[University of Notre Dame Australia]","1"
"[Sidra Medical and Research Center]","7"
"[Dornier MedTech Systems]","3"
"[Henan Institute of Cardiovascular Epidemiology]","21"
"[EndoChoice Inc.]","1"
"[Clifford Hospital, Guangzhou, China]","2"
"[Herzzentrum Coswig]","1"
"[Tangent Data]","3"
"[CHA Vaccine Institute Co., Ltd.]","3"
"[Auro Vaccines LLC]","2"
"[Karius, Inc.]","8"
"[AZ St.-Dimpna Geel]","2"
"[Transwell Biotech Co., Ltd.]","2"
"[Instituto Jalisciense de Cancerologia]","2"
"[Lycera Corp.]","6"
"[Hyogo Brain and Heart Center]","1"
"[Cadwell Industries, Inc.]","1"
"[The Third Affiliated Hospital of Beijing University of Chinese Medicine]","1"
"[GRAIL, LLC]","6"
"[AnthroTronix, Inc.]","1"
"[Prisma Health-Midlands]","10"
"[Africa Middle East Cancer Intergroup]","1"
"[Biological Dynamics]","2"
"[Arlene Fink Associates]","1"
"[Uijeongbu St. Mary Hospital]","8"
"[BioFire Defense LLC]","1"
"[Hospital Nord]","5"
"[BioQ Pharma, Inc.]","1"
"[Hikma Pharmaceuticals LLC]","11"
"[Zambart]","1"
"[MBcure Ltd]","1"
"[Cagent Vascular LLC]","4"
"[Centre National De L'énergie, Des Sciences Et Techniques Nucléaires]","1"
"[Economic Opportunity Planning Association dba Pathway, Inc.]","1"
"[Universidad del Norte]","3"
"[Mamata Dental College]","1"
"[Tasly Biopharmaceuticals Co., Ltd.]","6"
"[Shahjalal University of Science and Technology]","2"
"[Afyon Kocatepe University Hospital]","3"
"[CentraState Medical Center]","1"
"[Rejuva Medical Aesthetics]","2"
"[Sabz Biomedicals]","2"
"[Brest, Norman A., M.D.]","1"
"[Lyckeby Starch AB]","1"
"[Tree of Life Pharma Ltd.]","1"
"[Restorbio Inc.]","5"
"[Yuan's General Hospital]","1"
"[Endodiag]","1"
"[Ankara Children's Health and Diseases Hematology and Oncology Training and Research Hospital]","3"
"[Coordination Pharmaceuticals, Inc.]","5"
"[University of Applied Sciences Utrecht]","2"
"[Biocruces Bizkaia Health Research Institute]","4"
"[Otolith Labs]","8"
"[Regional Clinical Research]","1"
"[Diakonie Kliniken Zschadraß]","3"
"[Nouvelle Clinique Bonnefon]","1"
"[Bornholms Regionskommune]","2"
"[Universitat Politècnica de Catalunya]","5"
"[Ipekyolu Ilac Ltd. Sti]","1"
"[Nicholls Spinal Injury Foundation]","1"
"[Homology Medicines, Inc]","5"
"[BestBrain Ltd.]","1"
"[Hôpital Jean Verdier]","1"
"[Azienda Sanitaria Locale Salerno]","1"
"[Revision Skincare]","8"
"[Polares Medical SA]","5"
"[Bionode, LLC]","1"
"[BrightView LLC]","3"
"[ABM Therapeutics Corporation]","2"
"[Escola Superior de Ciencias da Saude]","3"
"[Hospital de la Mujer]","1"
"[Regenerative Orthopedics and Sports Medicine]","1"
"[Jouf University]","5"
"[Diatherix Laboratories, LLC]","1"
"[Jiangsu Pacific Meinuoke Bio Pharmaceutical Co Ltd]","6"
"[Alliance Equiphoria]","2"
"[Auzone Biological Technology Pty Ltd]","1"
"[Zhe Jiang Hisun Bioray Bio-pharmaceu tical Co.Ltd]","4"
"[Peptigroupe Inc.]","1"
"[Envision Kindness Inc]","1"
"[ST Pharm Co., Ltd.]","1"
"[Kerti Praja Foundation]","1"
"[CEBIOTEX]","1"
"[Charité Research Organisation GmbH]","2"
"[Niche Biomedical, Inc. dba ANEUVO]","1"
"[Olive Fertility Centre]","2"
"[Peijia Medical Technology (Suzhou) Co., Ltd.]","4"
"[The Eye Institute of West Florida]","1"
"[Delfi Diagnostics Inc.]","2"
"[Rejoni Inc.]","2"
"[University Hospital Pilsen]","1"
"[Ufonia]","1"
"[Hospital Regional de Malaga]","1"
"[WestVac Biopharma Co., Ltd.]","7"
"[InCardia Inc.]","1"
"[VitalAire]","1"
"[Daugavpils Regional Hospital]","1"
"[Elucida Oncology]","2"
"[iCoat Medical AB]","1"
"[Immune Biosolutions Inc]","3"
"[Dynamic Light]","1"
"[Aptissen SA]","5"
"[Oles Honchar Dnipro National University]","1"
"[""Oncostar"" LLC]","1"
"[Coconut Goodness Food Products Inc.]","1"
"[K Access Health Projects]","1"
"[Grektek Inc.]","1"
"[Fundacion Universitaria Maria Cano]","1"
"[iN Therapeutics Co., Ltd.]","1"
"[BioWave Corporation]","1"
"[Ggz Oost Brabant]","1"
"[Invirsa, Inc.]","2"
"[Fundació ACE Institut Català de Neurociències Aplicades]","1"
"[Nova Therapeutics LLC]","1"
"[Machaon Biotherapeutics, Inc.]","1"
"[PT. Pyridam Farma Tbk]","1"
"[Complement Therapeutics]","1"
"[Groupe Hospitalier Nord-Essonne]","1"
"[Creighton University]","117"
"[Dana-Farber Cancer Institute]","879"
"[Canadian Cancer Trials Group]","181"
"[Millennium Pharmaceuticals, Inc.]","71"
"[FeRx]","3"
"[Anthera Pharmaceuticals]","24"
"[Children's Hospital of Eastern Ontario]","76"
"[Centre Hospitalier Universitaire de Nīmes]","461"
"[St. Joseph's Hospital, Florida]","3"
"[New York Presbyterian Hospital]","19"
"[Indian Council of Medical Research]","9"
"[Multiple Sclerosis Institute]","1"
"[Rheumatology Therapeutics Medical Center]","1"
"[Helse Stavanger HF]","79"
"[Sociedad Andaluza de Trasplantes de Organos y Tejidos]","1"
"[Samsung Medical Center]","855"
"[Malaria Vaccine and Drug Development Center]","5"
"[Helix Medical Systems]","1"
"[Ziekenhuis Netwerk Antwerpen (ZNA)]","3"
"[Uniquest Pty Ltd]","1"
"[Dokkyo Medical University]","2"
"[PainT]","13"
"[Mercy Hospital for Women, Australia]","1"
"[Stryker European Operations BV]","11"
"[Designed Altobaric Technology, Incorporated]","1"
"[BG Unfallklinik]","4"
"[Marinus Pharmaceuticals]","21"
"[Health Enhancement Products, Inc.]","3"
"[Innate Pharma]","12"
"[AUVA]","4"
"[Aesculap Implant Systems]","2"
"[Berg, LLC]","10"
"[Lumenis Be Ltd.]","27"
"[Halyard Health]","7"
"[Edmonton Civic Employees Research Fund]","1"
"[Boston Urogynecology Associates]","10"
"[Twin Star Medical, Inc.]","2"
"[SenoRx, Inc.]","2"
"[United States Department of Defense]","9"
"[Cargill]","12"
"[PharmAthene, Inc.]","5"
"[Spineology, Inc]","3"
"[Laboratoires URGO]","12"
"[Kalaco Scientific, Inc.]","1"
"[DiaNe HCM GmbH]","1"
"[Mississippi State University]","2"
"[Hospital de Olhos Sadalla Amin Ghanem]","2"
"[Silesian Centre for Heart Diseases]","15"
"[University of Andorra]","3"
"[Agendia]","8"
"[University of Santiago de Compostela]","44"
"[Navotek Medical, Ltd.]","1"
"[Academy for Medical Development and Collaboration, New York]","1"
"[Donaghue Medical Research Foundation]","1"
"[Rodwick, Barry M., M.D.]","1"
"[Sichuan Academy of Medical Sciences]","5"
"[Medicrea, USA Corp.]","3"
"[Micronutrient Initiative]","1"
"[Umberto I Hospital, Frosinone Italy]","2"
"[Vrinnevi Hospital]","2"
"[HeartDrug Research LLC]","2"
"[Egret Medical Products Inc.]","1"
"[Moulana Hospital]","1"
"[NovoStent Corporation]","1"
"[Dr. Negrin University Hospital]","27"
"[University Hospital Dresden]","1"
"[Aperion Biologics, Inc.]","1"
"[Assurex Health Inc.]","4"
"[Fondazione Amelia Scorza Onlus]","1"
"[Netherlands Working Group on Immunotherapy of Oncology]","1"
"[Hospital Universitario Marqués de Valdecilla]","3"
"[Volda University College]","1"
"[Optimus Clinical Research]","2"
"[Lions Eye Institute, Perth, Western Australia]","2"
"[Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University]","191"
"[Otologics LLC]","1"
"[RightBio Metrics]","2"
"[Sleep Medicine Centre Kempenhaeghe]","1"
"[CEU San Pablo University]","22"
"[Arla Foods]","2"
"[Medivet Pty Ltd]","1"
"[University of Salerno]","10"
"[Hospital Affiliated to Military Medical Science, Beijing]","3"
"[Szabocsik and Associates, Inc.]","1"
"[Maisel, Alan, M.D.]","1"
"[Aileron Therapeutics, Inc.]","5"
"[Mooselmokadem]","1"
"[T.C. ORDU ÜNİVERSİTESİ]","68"
"[Hospital Materno-Infantil de Málaga]","1"
"[Maoxiang Group Jilin Pharmaceutical Co., Ltd.]","1"
"[Instituto Nacional de Salud. Peru]","1"
"[CSD Labs GmbH]","4"
"[Qatar University]","4"
"[Kerman University of Medical Sciences]","1"
"[University Malaysia Sarawak]","9"
"[Presence Saint Joseph Medical Center]","1"
"[Dayton VA Medical Center]","2"
"[Dayton Interventional Radiology]","1"
"[Practitioners Alliance Network]","6"
"[Insud Pharma]","8"
"[Health Sciences North Research Institute]","9"
"[Gulf Regional Research & Educational Services, LLC]","1"
"[Oncovision Inc]","1"
"[Kurihama Medical and Addiction Center]","1"
"[Grupo Medifarma, S. A. de C. V.]","1"
"[Mundipharma Pharmaceuticals Sdn. Bhd.]","1"
"[Indena S.p.A]","2"
"[Federal University of Maranhao]","2"
"[Targeted Medical Education]","1"
"[University of Medicine and Pharmacy at Ho Chi Minh City]","41"
"[Universitat Pompeu Fabra]","11"
"[Farabi Eye Hospital]","4"
"[Modern Dental College and Research Centre, Indore]","1"
"[Asklepios Klinik Langen]","1"
"[Axio Biosolutions Pvt. Ltd.]","4"
"[Lecube, Albert, M.D.]","1"
"[Trinity Western University]","1"
"[The National Center of Oncology, Azerbaijan]","2"
"[Albany Research Institute, Inc.]","2"
"[San Giovanni Calibita Fatebenefratelli Hospital]","1"
"[St. Peter's Hospital, Albany, NY]","1"
"[SpectraCure AB]","1"
"[Harrison, Theodore, M.D.]","1"
"[Chrono Therapeutics, Inc.]","1"
"[Taivex Therapeutics Corporation]","5"
"[Novita Pharmaceuticals, Inc.]","2"
"[Vitaccess Ltd]","4"
"[CAS Lamvac Biotech Co., Ltd.]","3"
"[Kunming Pharmaceuticals, Inc.]","5"
"[Overseas Pharmaceuticals, Ltd.]","8"
"[Affiliated Hospital of Changchun University of Chinese Medicine]","1"
"[Probiotical S.p.A.]","4"
"[Epitel, Inc.]","2"
"[Al-Kindy College of Medicine]","12"
"[Centre for Evidence-Based Practice, Belgium]","4"
"[Altai State Medical University]","1"
"[Universidad Dr. José Matías Delgado]","1"
"[Shanghai Kechow Pharma, Inc.]","9"
"[Nutricion Medica S.L.]","1"
"[Inuling (Bei Jing) Science and Technology Co. Ltd]","1"
"[Nathura S.p.A]","2"
"[Provention Bio, Inc.]","10"
"[Dalarna University]","7"
"[Dr. Abdul Mohsen Ibrahim Al-Turki Clinic]","1"
"[CRISPR Therapeutics]","8"
"[SCI Research Advancement]","1"
"[Phoenix Molecular Designs]","1"
"[Waldfriede Hospital]","3"
"[Prevail Therapeutics]","4"
"[Sanotize Research and Development corp.]","6"
"[Prevention Strategies, LLC]","1"
"[Piazza della Vittoria 14 Studio Medico - Ginecologia e Ostetricia]","8"
"[Hasumi International Research Foundation]","1"
"[Universitas Muhammadiyah Semarang]","1"
"[Positrigo AG]","1"
"[Taipei Nobel Eye Clinic]","3"
"[Fatima Memorial Hospital]","7"
"[Sahmyook University]","10"
"[Affiliated Hospital of Jiaxing University]","3"
"[Artiva Biotherapeutics, Inc.]","2"
"[Coalition for National Trauma Research]","1"
"[Neuromotion Labs]","6"
"[RaND Biosciences]","1"
"[Nextrast, Inc.]","1"
"[Pharma Guide CRO]","1"
"[Silq Technologies Corporation]","1"
"[Consultants in Ophthalmic and Facial Plastics Surgery]","1"
"[North Carolina Central University]","2"
"[Jordan University Hospital]","3"
"[Societa' Italiana Di Malattie Infettive E Tropicali]","1"
"[Istanbul Okan Univesitesi]","4"
"[MASK-air SAS]","2"
"[Vigil Neuroscience, Inc.]","2"
"[Avidity Biosciences, Inc.]","4"
"[Programme National de Lutte contre le Paludisme, Niger]","1"
"[The Essence of Integrative Health and Medicine Practice]","1"
"[Surgify Medical Oy]","1"
"[Global Research Solutions]","1"
"[INNOPRICK SL]","1"
"[Fundación Saldarriaga Concha]","1"
"[Shanghai MicroPort Rhythm MedTech Co., Ltd.]","5"
"[American Medical Group Association]","1"
"[Step Pharma, SAS]","1"
"[Everest Medicines (Singapore) Pte. Ltd.]","3"
"[Erasmus University Rotterdam]","1"
"[Hacinlioglu, Nadya Marie]","1"
"[Tauber Eye Center]","1"
"[CHC Montlegia]","1"
"[TRCare, Inc.]","1"
"[Rethink Medical SL]","1"
"[Pleioflow]","1"
"[AudioCure Pharma GmbH]","1"
"[The Flume Catheter Company Ltd]","1"
"[University of Utah]","822"
"[San Diego State University]","101"
"[InterMune]","15"
"[Intarcia Therapeutics]","21"
"[BioWest Therapeutics Inc]","7"
"[The Hospital for Sick Children]","495"
"[University of Stellenbosch]","32"
"[Geron Corporation]","14"
"[Cordis Corporation]","74"
"[Hearthstone Alzheimer Care]","1"
"[TTY Biopharm]","12"
"[Neurologix, Inc.]","3"
"[Texas Back Institute]","7"
"[Allergopharma GmbH & Co. KG]","22"
"[Taro Pharmaceuticals USA]","66"
"[AIDS Arms Inc.]","2"
"[Emerald City Headache Organization]","1"
"[Cyclacel Pharmaceuticals, Inc.]","17"
"[Orlando Health, Inc.]","18"
"[Postgraduate Institute of Medical Education and Research]","244"
"[L'Oreal]","13"
"[Zealand University Hospital]","201"
"[University of Siena]","50"
"[Groupe Francophone des Myelodysplasies]","37"
"[Shalvata Mental Health Center]","60"
"[Nile Therapeutics]","5"
"[Govind Ballabh Pant Hospital]","23"
"[King Saud University]","120"
"[Third Military Medical University]","83"
"[National Institute for Medical Research, Tanzania]","14"
"[Response Pharmaceuticals]","1"
"[AcelRx Pharmaceuticals, Inc.]","15"
"[Children's Hospital of Orange County]","11"
"[University of Dublin, Trinity College]","54"
"[ThermaRx, Inc.]","1"
"[Fairbanks Institute]","2"
"[Carol Davila University of Medicine and Pharmacy]","14"
"[Sligo General Hospital]","2"
"[Faron Pharmaceuticals Ltd]","7"
"[Shanghai Public Health Clinical Center]","28"
"[University of Tennessee, Chattanooga]","3"
"[Faculdade de Medicina de Catanduva]","1"
"[Center for Psychological Research, Madison, WI]","1"
"[WaveLight AG]","1"
"[Groupe de recherche en Urologie de la Mauricie]","1"
"[Acessa Health, Inc.]","5"
"[LAAx, Inc.]","2"
"[Surgical Review Corporation]","1"
"[Latin American Cooperative Oncology Group]","30"
"[Centre Hospitalier Régional Universitaire Montpellier]","2"
"[Fundacio Espai Salut]","1"
"[Shanghai Zhongshan Hospital]","361"
"[INVADE gGmbH]","1"
"[Polymun Scientific GmbH]","1"
"[Maitreya Kft.]","1"
"[Oxford University Clinical Research Unit, Vietnam]","32"
"[Sussex NHS Research Consortium]","1"
"[Obalon Therapeutics, Inc.]","6"
"[Hollister Incorporated]","13"
"[Fondazione Italiana Sclerosi Multipla]","6"
"[Hospital Universitário São José]","1"
"[Families To The Rescue]","1"
"[Criterium, Inc.]","12"
"[Reapplix]","2"
"[Krankenhaus Bruneck]","1"
"[Centre d'Investigation Clinique et Technologique 805]","73"
"[Cupola Medical Ltd]","1"
"[EndoControl]","1"
"[Itamar-Medical, Israel]","7"
"[Dental PBRN Japan]","1"
"[Thar Pharmaceuticals, Inc]","1"
"[Memorial Sisli Hospital, Istanbul]","4"
"[CNS Onlus]","4"
"[Global BioClinical]","2"
"[Ankara Diskapi Training and Research Hospital]","17"
"[Supplement Formulators, Inc.]","10"
"[EndoAid]","2"
"[Alexandria University]","372"
"[InSeal Medical Ltd.]","2"
"[Tilman S.A.]","5"
"[Lifetech Scientific (Shenzhen) Co., Ltd.]","27"
"[Lepu Medical Technology (Beijing) Co., Ltd.]","11"
"[Galera Therapeutics, Inc.]","17"
"[Ganga Care Hospital, Nagpur]","1"
"[NeuroSigma, Inc.]","1"
"[Edixomed Ltd]","2"
"[Berufsverband Niedergelassener Gynäkologischer Onkologen in Deutschland e.V.]","1"
"[Sociedad Española de Trasplante]","2"
"[Providence Holy Cross Medical Center]","1"
"[Sichuan Center for Disease Control and Prevention]","2"
"[Elucid Bioimaging Inc.]","4"
"[Cancer Research Group - Collaborative Group, Beirut, Lebanon.]","1"
"[BonusBio Group Ltd]","5"
"[Cell El Ltd]","1"
"[Molecular Partners AG]","9"
"[Hospital del Mar]","27"
"[22EON]","1"
"[Joben Bio-Medical Co., Ltd.]","1"
"[Southeastern Regional Medical Center]","2"
"[Origin Inc.]","2"
"[Region Östergötland]","22"
"[Fatty Liver and Alcoholic Liver Disease Study Group, China]","2"
"[Express Specialty Pharmacy]","1"
"[DKMS gemeinnützige GmbH]","3"
"[Jinhua People's Hospital]","1"
"[Valley Anesthesiology Consultants]","4"
"[Mandos LLC]","4"
"[Lake Washington Vascular]","3"
"[Adiga Life Sciences, Inc.]","1"
"[Association for Pediatric Pulmonary Hypertension]","1"
"[North Cumbria University Hospitals NHS Trust]","1"
"[Bank of Cyprus Oncology Centre]","1"
"[Médecins Sans Frontières, France]","2"
"[Clifford Craig Medical Research Trust]","1"
"[Bird Rock Bio, Inc.]","3"
"[Allurion Technologies]","3"
"[Five Eleven Pharma, Inc.]","6"
"[Imago BioSciences,Inc.]","5"
"[ExThera Medical Corporation]","1"
"[Tropical Diseases Research Centre, Zambia]","1"
"[University of Hartford]","8"
"[Peoples University, Bhanpur, Bhopal]","1"
"[Nevsehir Public Hospital]","7"
"[Sunshine Lake Pharma Co., Ltd.]","69"
"[UCSI University]","2"
"[União Química Farmacêutica Nacional S/A]","3"
"[Xi'an No.3 Hospital]","4"
"[The Mentholatum Company]","1"
"[Melaka Manipal Medical College]","10"
"[Integrative Research Laboratories AB]","4"
"[Gama Healthcare Ltd.]","1"
"[Lineus Medical]","1"
"[Sefako Makgatho Health Sciences University]","4"
"[Ministry of Health, Vietnam]","1"
"[Cardiovascular and Pulmonary Rehabilitation Center of Saint Orens]","1"
"[Nutrition Science Partners Limited]","1"
"[Instituto Oncológico Dr Rosell]","4"
"[Universidad Veracruzana]","2"
"[St. Francis Hospital Nsambya]","1"
"[Clinique du Trocadéro]","3"
"[Hospital San José, Chile]","1"
"[North Eastern Ohio Gastroenterology and Endoscopy center]","1"
"[Alvimedica Medical Technologies France]","1"
"[National Research Center of Surgery, Russia]","3"
"[Foundation for Sarcoidosis Research]","1"
"[Edith Cowan University]","4"
"[Frantz Viral Therapeutics, LLC]","2"
"[Singapore Cancer Society]","1"
"[Chengdu Jinjiang Maternity and Child Health Hospital]","2"
"[SR Cornea Consultants]","1"
"[Universite d'Etat d'Haiti]","1"
"[Interdisciplinary Center Herzliya]","2"
"[Method X Studios Ltd]","1"
"[National Taiwan Sport University]","14"
"[Clinique du Quartier Latin]","1"
"[Saraswati Dental College]","1"
"[Institut Polyclinique de Cannes (IPOCA)]","1"
"[Notitia Biotechnologies Company]","1"
"[Remedee SA]","2"
"[MiNK Therapeutics]","3"
"[Azienda USL Toscana Sud Est]","1"
"[Farwaniya Hospital]","4"
"[Indonesian Orthopaedic Association]","1"
"[Gelmetix]","1"
"[Inspirata Europe Ltd.]","1"
"[MarsiBionics]","7"
"[20Lighter]","2"
"[Karl Landsteiner University of Health Sciences]","6"
"[Med Discovery SA]","2"
"[Flevoziekenhuis]","1"
"[ZYUS Life Sciences Inc.]","1"
"[Medicina]","1"
"[Medic Vision Imaging Solutions Ltd]","1"
"[District Headquarters Teaching Hospital Sahiwal]","1"
"[Applied Medical Informatics Research Inc.]","1"
"[University of Wasit]","1"
"[Toi Labs, Inc.]","1"
"[Aptarion Biotech AG]","2"
"[The Champ Foundation]","1"
"[Beijing Great Physician Commonweal Foundation]","1"
"[Edgewater Safety Systems, Inc.]","1"
"[Pham Ngoc Thach University of Medicine]","3"
"[Rocky Mountain Sports Medicine]","1"
"[Alloplex Biotherapeutics Inc]","1"
"[The Nethersole School of Nursing]","2"
"[CIDELEC]","1"
"[Koite Health Oy]","7"
"[Physicians Laser and Dermatology Institute]","1"
"[Brain.fm, Inc.]","1"
"[Force Therapeutics]","1"
"[Shenzhen Turier Biotech Co., Ltd]","1"
"[Korian]","1"
"[WSAUD A/S]","1"
"[Sichuan Leshan Traditional Chinese Medicine Hospital]","1"
"[Teon Therapeutics, Inc.]","1"
"[Laboratoire de Psychologie des Cognitions]","1"
"[The First People's Hospital of Huzhou]","2"
"[Verismo Therapeutics]","1"
"[Aperture Medical Technology, LLC]","1"
"[Diametros Medical srl]","1"
